地点,東京,緯度,35,経度,139,海抜,6.1,,
日時,乾球温度[C],絶対湿度[kg/kg(DA)],法線面直達日射量[W/m2],水平面天空日射量[W/m2],夜間放射量[W/m2],雲量(10分比),風向(degree),風速[m/s],大気圧[atm]
38928 ,23.9,0.0144,86.7,183.7,76.9,0,-90,3.2,100.96
38928 ,25.8,0.01467,276.1,276.4,43.9,7,-158,1.9,100.95
38928 ,27.7,0.01453,484.4,296.2,80.2,0,-113,4.5,100.93
38928 ,28.2,0.01374,439.4,361.1,84.8,0,-135,3.2,100.89
38929 ,30,0.01502,306.2,421.6,40.5,8,-113,4.4,100.84
38929 ,29.3,0.01337,431.6,383.5,88.1,0,-113,5.4,100.81
38929 ,27.7,0.01359,406.1,357.4,85.1,0,-90,6.2,100.84
38929 ,27,0.01303,600.5,234.2,81.7,1,-90,7.4,100.82
38929 ,27.1,0.01311,571.1,181.4,86.9,0,-113,7.4,100.84
38929 ,25.6,0.01218,348,158.8,89.9,0,-90,7.7,100.87
38929 ,24.9,0.01106,222.4,89.4,47.9,8,-90,6.6,100.95
38929 ,23.8,0.01147,0.2,8.3,91.4,0,-90,5.8,101.02
38929 ,23.7,0.01158,0,0,90.7,0,-90,6.4,101.07
38929 ,23.1,0.01133,0,0,34.7,10,-113,7.2,101.13
38929 ,23,0.01162,0,0,89.6,0,-113,4.2,101.15
38929 ,22.4,0.01189,0,0,87.5,0,-113,6.5,101.17
38929 ,22.4,0.01154,0,0,89.2,0,-135,4.9,101.17
38929 ,22.4,0.01155,0,0,89.2,0,-158,2.9,101.11
38929 ,22.4,0.01155,0,0,89.2,0,180,3.7,101.09
38929 ,22.3,0.01148,0,0,34,10,-158,4,101.07
38929 ,21.8,0.01146,0,0,89,0,-158,3,101.08
38929 ,21.4,0.01182,0,0,86.6,0,-135,2.3,101.13
38929 ,21.4,0.01198,34.9,29.5,32.6,10,-113,2.6,101.16
38929 ,22,0.01176,228.9,114.7,87.6,0,-90,2.5,101.16
38929 ,22.8,0.0113,241.9,197,91,0,-158,3.1,101.15
38929 ,23.7,0.01101,218.2,280,41.4,9,-158,4.1,101.15
38929 ,24.3,0.01026,129.2,339.1,98.6,0,180,3.6,101.1
38929 ,25.6,0.01048,140.3,391.9,99.1,0,-135,3,101.08
38930 ,26.1,0.01059,144.9,417.4,37.7,10,-135,3.4,101.01
38930 ,26.3,0.01051,213.4,423.5,100,0,-90,2.9,100.96
38930 ,27.3,0.0107,236.3,388.5,100.3,0,-135,4.7,100.92
38930 ,26.9,0.01158,157.7,325.2,36,10,-90,3.8,100.88
38930 ,26.4,0.01168,18.8,160.5,93.6,0,-113,5,100.86
38930 ,25.9,0.01176,210,170.7,92.5,0,-90,5.5,100.88
38930 ,24.6,0.01126,158.9,88.8,47.2,8,-90,4.4,100.95
38930 ,23.6,0.01096,1.1,13.7,93.9,0,-90,6.7,101.02
38930 ,22.7,0.01035,0,0,96,0,-90,6.3,101.12
38930 ,22.2,0.01055,0,0,35.8,10,-90,6,101.16
38930 ,21.7,0.01088,0,0,91.8,0,-90,4.8,101.21
38930 ,21.9,0.01102,0,0,91.4,0,-90,3.3,101.2
38930 ,21.4,0.01085,0,0,91.7,0,-90,3.5,101.14
38930 ,21.2,0.01072,0,0,92.1,0,-113,4.5,101.12
38930 ,21,0.01074,0,0,91.8,0,-90,3.8,101.13
38930 ,20.4,0.0108,0,0,34.5,10,-90,4.7,101.11
38930 ,20.2,0.01082,0,0,90.4,0,-68,2.9,101.09
38930 ,20.6,0.01109,0,0,89.4,0,-90,2.4,101.13
38930 ,20.4,0.01095,21.6,25.5,34.2,10,-90,3.6,101.14
38930 ,20.6,0.01109,17.1,72.5,89.4,0,-113,3.5,101.17
38930 ,20.7,0.011,12.8,113,90,0,-90,3.7,101.19
38930 ,21.7,0.01105,15.8,167.1,34.6,10,-90,1.3,101.19
38930 ,22.3,0.01113,37.8,263.7,91.3,0,-135,1.2,101.16
38930 ,25.3,0.01193,223.4,402.8,90.7,0,-68,1.7,101.15
38931 ,25,0.01152,154.5,419.6,35.2,10,-68,3.1,101.1
38931 ,25,0.01172,166.9,417.6,91.5,0,-23,2.3,101.07
38931 ,25.6,0.01174,318.3,377.7,92.2,0,-90,3.1,101.06
38931 ,25.6,0.01216,133.7,319,34.2,10,-68,5,101.06
38931 ,25.5,0.01229,39.3,195,89.1,0,-45,3.4,101.11
38931 ,24.9,0.01306,7.4,82.8,84.4,0,-68,4.3,101.12
38931 ,24.4,0.01285,66.3,78.4,32.2,10,-68,1.5,101.17
38931 ,23.8,0.01276,1.2,13.7,84.6,0,-45,2,101.2
38931 ,23.5,0.01271,0,0,84.5,0,-23,1.5,101.24
38931 ,23.5,0.01271,0,0,32.1,10,-23,3,101.28
38931 ,23.1,0.01276,0,0,83.8,0,0,2.6,101.3
38931 ,23,0.01268,0,0,84,0,-68,1.2,101.28
38931 ,22.8,0.0127,0,0,83.7,0,-45,1.3,101.27
38931 ,22.6,0.01273,0,0,83.4,0,-23,1.2,101.21
38931 ,22.7,0.01281,0,0,83.1,0,68,1,101.18
38931 ,22.7,0.01281,0,0,31.6,10,-68,2,101.17
38931 ,22.7,0.01299,0,0,82.2,0,45,2.3,101.21
38931 ,22.4,0.01309,0,0,81.4,0,-45,1.6,101.27
38931 ,22.5,0.01316,1.5,11,30.8,10,-45,2.4,101.33
38931 ,22.6,0.01324,12.4,65.6,80.8,0,-23,1.6,101.34
38931 ,23.1,0.01329,12.9,112.9,81.1,0,-135,1,101.35
38931 ,23.6,0.01333,8.5,138.7,30.9,10,23,2.7,101.37
38931 ,24.6,0.01358,8.4,171,81.3,0,-45,1.9,101.37
38931 ,25,0.01331,19.2,249.3,83.1,0,0,1.4,101.35
38932 ,25.6,0.01339,49.1,339.4,31.7,10,0,2.3,101.3
38932 ,26.9,0.01358,389.1,394.8,83.9,0,180,1,101.26
38932 ,27.6,0.01345,422.7,350.2,85.4,0,-45,3,101.21
38932 ,28.2,0.01395,365.4,307.4,52.5,6,-23,2.1,101.19
38932 ,27.9,0.01395,288.9,245.9,83.2,0,-23,2.3,101.17
38932 ,28.1,0.01411,245.7,167.1,82.6,0,-68,2.7,101.18
38932 ,27.7,0.01425,95.8,82.6,41,8,-68,2.5,101.21
38932 ,27.6,0.01416,5,21.5,81.7,0,-68,2.6,101.23
38932 ,26.2,0.01454,0,0,78.3,0,-45,1.7,101.31
38932 ,25.3,0.01417,0,0,35,9,-45,1.2,101.37
38932 ,24.6,0.01378,0,0,80.3,0,45,1.7,101.38
38932 ,24.2,0.01364,0,0,80.6,0,45,2.7,101.36
38932 ,24.2,0.01345,0,0,81.5,0,45,2.8,101.35
38932 ,24.1,0.01356,0,0,80.9,0,45,3,101.35
38932 ,24.1,0.01337,0,0,81.8,0,45,2.3,101.33
38932 ,24.2,0.01326,0,0,31.3,10,45,2.1,101.3
38932 ,24.3,0.01315,0,0,83.1,0,135,1.2,101.29
38932 ,24.2,0.01345,0,0,81.5,0,90,1.2,101.34
38932 ,24.4,0.01381,122.6,34.8,80,0,23,1.7,101.37
38932 ,25.1,0.0142,193.4,113.1,78.8,0,45,2,101.4
38932 ,26.1,0.01422,207.5,196.2,79.7,0,68,1.6,101.4
38932 ,27.1,0.01396,374.7,256.3,82.1,0,113,1.7,101.36
38932 ,28.8,0.01469,432.8,310.3,80.3,0,45,2.6,101.34
38932 ,29.9,0.01486,504.2,335.5,80.7,0,45,3.5,101.29
38933 ,30.7,0.01416,563.4,334.8,85.2,0,23,2.7,101.24
38933 ,31.2,0.01459,528.9,344.6,83.5,0,23,1.5,101.18
38933 ,31.6,0.01404,525.5,313.4,86.9,0,0,3.5,101.13
38933 ,31.4,0.01448,489,271.4,84.4,0,-23,2.9,101.09
38933 ,31.3,0.0144,407.9,223,84.7,0,45,2.7,101.08
38933 ,30.8,0.01456,265.5,164.6,83.4,0,23,2.9,101.07
38933 ,29.4,0.0142,154.1,85.7,83.7,0,0,3.2,101.11
38933 ,28.1,0.01362,2.3,16.4,85.1,0,45,3.7,101.18
38933 ,27.5,0.01361,0,0,84.5,0,45,3.9,101.23
38933 ,27.1,0.01351,0,0,84.5,0,45,4.3,101.25
38933 ,26.6,0.01356,0,0,83.7,0,45,2.7,101.24
38933 ,26.3,0.01398,0,0,81.3,0,45,4.4,101.24
38933 ,25.9,0.0143,0,0,79.3,0,45,3.6,101.19
38933 ,25.8,0.01443,0,0,78.6,0,45,3.3,101.14
38933 ,25.6,0.01447,0,0,78.2,0,45,3.3,101.12
38933 ,25.1,0.01466,0,0,76.8,0,45,1.8,101.09
38933 ,24.7,0.0147,0,0,76.2,0,68,2.5,101.1
38933 ,24.7,0.0143,0,0,78.1,0,45,2.2,101.12
38933 ,25.1,0.01486,20.6,48.6,75.8,0,45,1.8,101.14
38933 ,26.4,0.01518,297,107.1,75.6,0,68,1,101.15
38933 ,27.9,0.01492,401.2,172.2,78.4,0,158,1.5,101.14
38933 ,30.2,0.01599,429.4,242.5,75.5,0,45,1.4,101.11
38933 ,31.6,0.01645,424.6,312.1,74.7,0,-68,2.7,101.09
38933 ,32.3,0.01589,465.3,349.1,78.2,0,45,1.5,101
38934 ,32.6,0.01554,493.6,362.9,80.3,0,-68,1.9,100.94
38934 ,33.1,0.01209,485.7,360.9,99.8,0,0,2.7,100.87
38934 ,33.3,0.01257,540.3,306.9,97.3,0,23,4,100.8
38934 ,32.9,0.01325,493,269.3,93,0,45,4.6,100.8
38934 ,32.5,0.01233,465.4,208,97.8,0,45,3,100.76
38934 ,31.6,0.0138,399.3,146.2,88.5,0,45,2.5,100.74
38934 ,30.2,0.0141,220.9,84.4,85.3,0,45,4,100.76
38934 ,29.1,0.01477,2.4,16.3,80.6,0,23,2.9,100.79
38934 ,28.3,0.01582,0,0,74.6,0,23,1.5,100.83
38934 ,28.1,0.01612,0,0,73,0,-23,1.2,100.87
38934 ,27.6,0.01613,0,0,72.5,0,23,1.8,100.86
38934 ,27.3,0.01561,0,0,74.7,0,23,1.7,100.85
38934 ,26.9,0.0157,0,0,73.9,0,45,2.3,100.85
38934 ,26.6,0.01564,0,0,73.8,0,45,2.2,100.84
38934 ,26.5,0.01532,0,0,75.2,0,45,1.8,100.84
38934 ,26.2,0.01571,0,0,73.1,0,68,1.4,100.81
38934 ,25.9,0.01565,0,0,73.1,0,-158,0.3,100.82
38934 ,25.5,0.0159,0,0,71.5,0,90,1,100.84
38934 ,26.6,0.01609,12.8,41.9,71.7,0,180,1,100.84
38934 ,28.1,0.01612,316.7,104.6,73,0,180,1.6,100.87
38934 ,29.6,0.0144,483.2,154.5,83,0,-158,3.3,100.88
38934 ,31,0.01331,575.3,198.3,90.3,0,158,3.3,100.87
38934 ,32.9,0.01292,611.7,245,94.8,0,-158,1.3,100.85
38934 ,33.8,0.01327,559.3,312.3,94,0,-45,1.7,100.79
38935 ,34.3,0.01506,506.1,357.4,84.8,0,-23,2,100.74
38935 ,34.8,0.0137,545.3,336.4,92.8,0,-68,4.2,100.7
38935 ,34.9,0.0127,487.9,326,98.7,0,-23,4,100.66
38935 ,33.4,0.01498,430.1,287.8,84.3,0,-45,3.8,100.69
38935 ,32.6,0.01335,403.1,222.2,92.1,0,-45,5,100.71
38935 ,31.4,0.01483,275.7,161.6,82.9,0,-23,2.1,100.7
38935 ,30.7,0.01481,125,82.2,82.2,0,-45,2.1,100.74
38935 ,30.3,0.01502,0.8,11,80.7,0,0,2.3,100.78
38935 ,30.1,0.01428,0,0,84.2,0,0,2.1,100.83
38935 ,29.5,0.01485,0,0,80.6,0,45,1.1,100.86
38935 ,28.7,0.01569,0,0,75.7,0,68,1.1,100.86
38935 ,28.9,0.01588,0,0,75,0,-68,1.4,100.86
38935 ,28.2,0.01573,0,0,75,0,-68,1.5,100.84
38935 ,26.9,0.01639,0,0,70.6,0,0,2.8,100.82
38935 ,26.9,0.01686,0,0,68.5,0,-90,1.5,100.79
38935 ,26.3,0.01715,0,0,66.7,0,0,2,100.79
38935 ,26.1,0.01716,0,0,66.5,0,45,1.7,100.8
38935 ,26.2,0.01704,0,0,67.1,0,45,1.6,100.83
38935 ,26.5,0.01735,7.1,34.7,33.2,8,45,1.2,100.85
38935 ,27.1,0.01705,64.3,97.4,67.8,0,-158,1.2,100.88
38935 ,27.8,0.01681,295.2,187.3,69.5,0,-158,1,100.87
38935 ,29.5,0.01645,416.2,244.4,59.3,3,-135,1.6,100.87
38935 ,30.2,0.01743,480.9,293,68.9,0,-68,1.2,100.85
38935 ,30.8,0.01661,523.1,326.3,73.3,0,-68,2.8,100.8
38936 ,32.3,0.01531,555.8,336.2,61.2,4,23,2.4,100.74
38936 ,33.4,0.01265,511.6,349.4,97.1,0,-45,1.6,100.71
38936 ,33.8,0.0116,390.3,356.5,103.8,0,23,2,100.66
38936 ,33.6,0.01618,439.8,284.1,54.1,5,23,2.5,100.6
38936 ,32.1,0.01391,415.5,218.4,88.6,0,23,4.2,100.61
38936 ,30.6,0.01417,150.5,163.3,85.5,0,23,4.9,100.63
38936 ,29.8,0.01406,11.9,47.3,37.6,9,45,4.1,100.65
38936 ,29.3,0.01522,0.4,8.3,78.7,0,23,4.5,100.71
38936 ,28.7,0.0157,0,0,75.7,0,23,6,100.77
38936 ,28,0.01703,0,0,30.4,9,23,3.4,100.79
38936 ,27.6,0.01758,0,0,65.9,0,23,3.2,100.79
38936 ,27.4,0.01785,0,0,64.6,0,23,2.7,100.79
38936 ,27.1,0.01801,0,0,63.6,0,23,2.1,100.74
38936 ,27,0.01767,0,0,65.1,0,23,2.1,100.73
38936 ,26.9,0.01757,0,0,65.4,0,23,1.3,100.7
38936 ,26.7,0.01735,0,0,33.4,8,45,2,100.72
38936 ,26.6,0.01725,0,0,66.6,0,45,2,100.71
38936 ,26.7,0.01758,0,0,65.2,0,45,2.1,100.76
38936 ,26.6,0.01747,4.5,29.7,24.9,10,68,2.4,100.78
38936 ,27.3,0.01703,70.6,98.5,68.1,0,90,2.3,100.81
38936 ,27.8,0.01633,27.2,136.6,71.8,0,45,2.3,100.82
38936 ,30,0.01586,310.3,265.7,38.4,8,68,1.8,100.78
38936 ,30.7,0.01452,647.8,229,83.7,0,0,4,100.76
38936 ,31.8,0.01457,382.1,373.2,84.7,0,0,1.9,100.7
38937 ,32.5,0.0155,614.7,309.4,65.7,3,23,2.7,100.63
38937 ,33.1,0.01671,530.3,341.1,75.3,0,-23,3.1,100.6
38937 ,32.9,0.01589,500.3,319.8,79.3,0,45,2.3,100.5
38937 ,32.5,0.01648,703.6,187.3,47.7,6,0,3.7,100.48
38937 ,32.5,0.01712,499.6,196,72.8,0,-23,4.1,100.49
38937 ,32.1,0.01705,322.5,154.3,72.8,0,0,3.8,100.46
38937 ,31.1,0.01755,63.2,71.9,52.2,4,23,2.9,100.53
38937 ,30.7,0.018,0.1,5.5,66.9,0,23,1.9,100.59
38937 ,30.3,0.01813,0,0,65.9,0,0,1.7,100.64
38937 ,29.5,0.01863,0,0,43.4,5,0,1.3,100.7
38937 ,28.9,0.0185,0,0,63,0,45,2.3,100.73
38937 ,29.1,0.01845,0,0,63.4,0,23,2.7,100.74
38937 ,28.8,0.01865,0,0,62.3,0,45,2.3,100.71
38937 ,28.7,0.01855,0,0,62.7,0,45,2.3,100.68
38937 ,28.8,0.0184,0,0,63.4,0,90,0.6,100.64
38937 ,28.2,0.019,0,0,26.6,9,45,2.1,100.69
38937 ,28.3,0.01938,0,0,58.8,0,-113,1,100.6
38937 ,28.7,0.01882,0,0,61.5,0,-113,3.1,100.6
38937 ,27.7,0.01916,0.4,13.8,22.5,10,0,2,100.72
38937 ,26.7,0.01666,2,35.5,69.3,0,68,1.4,100.76
38937 ,26.5,0.01578,0.1,19.4,73.1,0,45,4.1,100.82
38937 ,25.7,0.01652,0.3,47,26.2,10,-23,1.3,100.87
38937 ,25.1,0.01571,0.5,66.3,72,0,0,4.4,100.91
38937 ,25,0.01646,0.5,80.1,68.6,0,-45,1.8,100.79
38938 ,25,0.01605,0.5,82.9,26.8,10,23,2,100.78
38938 ,25.6,0.01601,6.4,185.7,71.2,0,-45,2.9,100.77
38938 ,25.9,0.01545,9.3,191.9,74.1,0,-45,1.8,100.71
38938 ,25.9,0.01545,9.6,164.9,28.2,10,-68,3.7,100.68
38938 ,25.8,0.01599,6,110.3,71.5,0,-45,4.8,100.75
38938 ,25.8,0.01557,0.6,35.8,73.5,0,0,3.9,100.73
38938 ,26,0.01533,1.1,22,28.4,10,-45,3.1,100.65
38938 ,26,0.01511,0,2.8,75.9,0,23,2.3,100.68
38938 ,26,0.01533,0,0,74.8,0,-135,0.9,100.69
38938 ,26,0.01533,0,0,28.4,10,90,1.5,100.67
38938 ,25.9,0.01567,0,0,73.1,0,113,1.1,100.66
38938 ,25.8,0.01579,0,0,72.5,0,-113,2.1,100.68
38938 ,26.2,0.01551,0,0,74.1,0,-113,2.1,100.68
38938 ,25.7,0.01592,0,0,71.8,0,-113,2.8,100.61
38938 ,24.7,0.01661,0,0,67.8,0,-113,2.3,100.56
38938 ,24.3,0.0172,0,0,24.7,10,-113,3.4,100.51
38938 ,24.5,0.01743,0,0,64.2,0,-113,3.5,100.41
38938 ,24.6,0.01754,0,0,63.8,0,-113,4.2,100.41
38938 ,24.4,0.01753,0,2.8,24.2,10,-90,6.1,100.39
38938 ,24.5,0.01766,0,2.8,63.3,0,-90,6.9,100.28
38938 ,24.8,0.01779,0.1,19.4,63,0,-113,4.9,100.25
38938 ,25.1,0.0177,0.3,47,24.2,10,-113,7.3,100.22
38938 ,25.4,0.01762,5.3,145.8,64.4,0,-135,6.8,100.15
38938 ,26,0.01784,2.6,133.7,63.9,0,-158,7,100.12
38939 ,26.3,0.01773,0.6,85.6,24.6,10,180,7.4,100.07
38939 ,25.3,0.01752,0.1,44.4,64.7,0,180,6.2,100.11
38939 ,25.5,0.01752,0.6,77.3,64.9,0,158,5.1,100.13
38939 ,25.9,0.01706,5.4,137.6,25.5,10,135,5.1,100.19
38939 ,26.5,0.01655,11,132.2,70,0,135,6.5,100.22
38939 ,27.1,0.01668,17.3,101.1,69.9,0,158,4.4,100.27
38939 ,26.9,0.01671,45.7,65,30.8,9,113,2.6,100.29
38939 ,26.8,0.01661,0.1,5.5,70,0,113,2.1,100.33
38939 ,26.7,0.01672,0,0,69.3,0,68,3.6,100.39
38939 ,25.5,0.01768,0,0,24.3,10,113,1.1,100.42
38939 ,25.3,0.01725,0,0,65.6,0,68,3.1,100.45
38939 ,24.9,0.01703,0,0,66.2,0,68,2.5,100.47
38939 ,24.9,0.01663,0,0,68,0,68,2,100.42
38939 ,24.7,0.01684,0,0,66.9,0,90,1.9,100.39
38939 ,24.6,0.01714,0,0,65.5,0,135,1.9,100.37
38939 ,24.8,0.01694,0,0,66.6,0,113,1.7,100.37
38939 ,24.3,0.01663,0,0,67.5,0,90,1.2,100.37
38939 ,24.6,0.01653,0,0,68.2,0,180,0.6,100.4
38939 ,25.2,0.01673,25.8,48,67.9,0,45,0.5,100.43
38939 ,27,0.01702,418.2,89.8,68.2,0,113,0.5,100.44
38939 ,28,0.01708,376.7,172.2,68.8,0,23,0.9,100.46
38939 ,28.8,0.01714,285.8,266.9,43.5,6,45,2.1,100.47
38939 ,30.1,0.01739,403.2,313.9,69.3,0,45,3.1,100.46
38939 ,31.1,0.01668,518.7,325.3,73.6,0,45,3.1,100.39
38940 ,32.3,0.01695,460.8,370.8,59.9,3,45,2.6,100.35
38940 ,32.8,0.0168,385.9,389.2,74.8,0,-23,4,100.32
38940 ,32.3,0.01601,174.5,376.9,78.2,0,45,3.3,100.32
38940 ,32.4,0.01611,365.8,299.5,53.7,5,23,3.9,100.24
38940 ,31.9,0.01596,154.4,240.6,78.1,0,45,3.8,100.25
38940 ,31.4,0.0152,407.1,138.6,81.4,0,45,4.1,100.28
38940 ,30.2,0.01528,193.5,77.8,69.8,2,45,4.9,100.3
38940 ,29.6,0.01555,0.5,8.3,77.6,0,45,3.2,100.36
38940 ,28.6,0.01592,0,0,74.8,0,0,2.7,100.45
38940 ,28.1,0.01619,0,0,59.4,3,-23,1.6,100.47
38940 ,27.3,0.01709,0,0,68.1,0,-45,2.4,100.49
38940 ,26.9,0.01691,0,0,68.5,0,-68,1.7,100.51
38940 ,26.5,0.01718,0,0,67,0,-90,2.4,100.52
38940 ,26.3,0.01697,0,0,67.7,0,-68,2.3,100.51
38940 ,26.1,0.01699,0,0,67.4,0,-68,2.7,100.53
38940 ,25.9,0.01678,0,0,25.9,10,-113,2.6,100.55
38940 ,26,0.01666,0,0,68.8,0,-90,3.1,100.55
38940 ,26,0.01622,0,0,70.8,0,-113,2,100.55
38940 ,26,0.01644,0,2.8,26.5,10,-113,1.9,100.58
38940 ,26,0.01599,1.7,32.8,71.8,0,-113,1.9,100.61
38940 ,26.4,0.01594,7.8,93.4,72.4,0,-135,1.6,100.59
38940 ,26.9,0.0162,5.2,116,27.2,10,180,1.2,100.58
38940 ,26.9,0.01597,7.7,163.3,72.8,0,-68,2.5,100.56
38940 ,28,0.01609,45.6,309.3,73.4,0,-90,1.8,100.49
38941 ,29.2,0.01649,50.5,336.1,27.6,10,-113,3.8,100.48
38941 ,30.1,0.01657,259,413,73.2,0,-45,2.8,100.41
38941 ,30.6,0.01621,482.7,322.4,75.5,0,-45,1.5,100.37
38941 ,30.4,0.01631,534.1,249,56.3,4,-45,2.4,100.33
38941 ,30.2,0.01668,282.2,236.9,72.8,0,23,1.8,100.32
38941 ,30.1,0.01714,162,158,70.6,0,-45,3,100.33
38941 ,28.8,0.01819,31.1,57.3,24.5,10,-45,3.9,100.41
38941 ,27.8,0.01761,0,2.8,66.2,0,-68,4.8,100.48
38941 ,27.7,0.01798,0,0,64.4,0,-45,3.8,100.53
38941 ,27.1,0.01781,0,0,24.6,10,-45,3.9,100.57
38941 ,27.4,0.01789,0,0,64.6,0,-90,3.3,100.56
38941 ,27.1,0.01781,0,0,64.7,0,-90,3.6,100.55
38941 ,27.1,0.01781,0,0,64.7,0,-68,3.6,100.54
38941 ,26.9,0.01783,0,0,64.4,0,-68,2.6,100.52
38941 ,26.8,0.01773,0,0,64.8,0,-90,2.6,100.48
38941 ,26.7,0.01763,0,0,24.8,10,-68,1.4,100.44
38941 ,26.6,0.01752,0,0,65.6,0,-113,2.2,100.46
38941 ,26.4,0.01731,0,0,66.3,0,-113,2.4,100.49
38941 ,26.1,0.01744,0.5,13.8,24.9,10,-113,3.1,100.47
38941 ,26.2,0.01755,39.3,83.2,65.1,0,-90,2.2,100.47
38941 ,26.7,0.01763,11.8,105.4,65.2,0,-45,0.9,100.46
38941 ,27.2,0.01723,22.6,179.6,25.6,10,-90,1.8,100.45
38941 ,27.7,0.01727,3.5,127.7,67.7,0,-113,1.1,100.45
38941 ,28.5,0.0171,7.9,187.4,69.2,0,-113,3.6,100.39
38942 ,28.7,0.01705,2.3,134,26.5,10,-158,3,100.42
38942 ,28.8,0.01741,2.4,133.9,68.1,0,180,3.3,100.38
38942 ,28.5,0.01736,1.8,112.4,68,0,158,1.7,100.38
38942 ,23.7,0.01508,0,5.6,28.1,10,-158,2,100.34
38942 ,24.1,0.01546,0.1,25,72.6,0,68,1.7,100.31
38942 ,23.3,0.01451,0.1,16.6,76.1,0,23,3.5,100.4
38942 ,23.4,0.01499,1.4,21.9,32.7,9,68,3.5,100.3
38942 ,24.4,0.01456,2.8,13.6,77.1,0,-158,3.5,100.26
38942 ,24.5,0.01422,0,0,78.7,0,-68,1.5,100.45
38942 ,24.2,0.01474,0,0,57.1,4,-68,3.2,100.49
38942 ,23.7,0.01562,0,0,71.3,0,45,1.8,100.5
38942 ,24.4,0.01571,0,0,71.6,0,0,2,100.5
38942 ,23.6,0.01573,0,0,70.8,0,45,2.2,100.43
38942 ,23.3,0.01544,0,0,71.8,0,113,1,100.4
38942 ,23.2,0.01553,0,0,71.3,0,45,1.3,100.44
38942 ,23.4,0.01573,0,0,26.8,10,90,1.1,100.41
38942 ,23.8,0.01516,0,0,73.6,0,113,1.4,100.38
38942 ,23.7,0.01526,0,0,73.1,0,113,1.5,100.4
38942 ,24,0.01476,0.9,16.5,38.1,8,180,2.1,100.43
38942 ,24,0.01514,5,45.8,73.8,0,-90,1.6,100.47
38942 ,24.6,0.01551,2.3,62.8,72.7,0,158,1.6,100.45
38942 ,24.9,0.0154,5.3,116,28,10,180,1.1,100.42
38942 ,26.8,0.01659,140.4,333,70,0,68,1.7,100.41
38942 ,28.3,0.0164,360.6,374.1,72.3,0,23,1.9,100.35
38943 ,28.7,0.0163,474.5,363.3,64.1,2,23,3.3,100.28
38943 ,29,0.01607,454.1,364.8,74.6,0,-68,1.9,100.25
38943 ,29.7,0.01676,255.7,375,72.1,0,-23,1.4,100.19
38943 ,29.3,0.01665,155.7,311.7,54.4,4,23,3.5,100.13
38943 ,29.7,0.01704,235.3,238.5,70.8,0,45,3.5,100.14
38943 ,29.3,0.01771,47.7,127.8,67.3,0,0,4.3,100.19
38943 ,28.6,0.01724,102.1,70.8,60.3,2,23,2.5,100.22
38943 ,28,0.01761,0.2,5.5,66.6,0,23,2.8,100.28
38943 ,27.9,0.01775,0,0,65.8,0,0,2.1,100.31
38943 ,27.8,0.01714,0,0,51.5,4,45,3.9,100.35
38943 ,27,0.01703,0,0,68.2,0,23,3.8,100.37
38943 ,26.6,0.01731,0,0,66.6,0,23,1.9,100.36
38943 ,26.8,0.0173,0,0,66.8,0,23,1.7,100.34
38943 ,26.7,0.01743,0,0,66.2,0,23,1.5,100.29
38943 ,26.7,0.01744,0,0,66.2,0,45,2.6,100.26
38943 ,26.5,0.01746,0,0,61.9,1,23,1.6,100.24
38943 ,26,0.01759,0,0,64.9,0,-23,0.6,100.26
38943 ,26,0.0178,0,0,63.9,0,23,1.2,100.31
38943 ,26.3,0.01812,5.9,29.5,31.6,8,23,1.5,100.37
38943 ,27,0.01796,131.3,102,64,0,68,2.3,100.39
38943 ,27.8,0.01788,56.9,158.9,65.1,0,68,3.3,100.34
38943 ,28.7,0.01706,67.1,233.9,43.7,6,135,1.1,100.32
38943 ,31.1,0.017,222.2,340.6,72.2,0,-23,2.3,100.29
38943 ,31.5,0.01529,768.4,210.4,81,0,-45,2.3,100.26
38944 ,31.4,0.01671,684.9,271.3,55.6,4,-45,4,100.22
38944 ,29.9,0.01585,794.8,210.8,76.6,0,23,4.7,100.22
38944 ,31,0.01662,823,170.7,74,0,23,2.8,100.19
38944 ,30.6,0.01653,410.9,283.6,41.9,7,-23,2.6,100.15
38944 ,30.8,0.01614,368,219.4,76.1,0,-23,2.8,100.16
38944 ,30.3,0.01568,201.9,154.5,77.9,0,-45,5.3,100.13
38944 ,29.6,0.01504,5.2,32.3,70.3,2,-45,4.9,100.17
38944 ,28.9,0.01546,0,2.8,77.5,0,-68,6.1,100.22
38944 ,28.2,0.01607,0,0,73.8,0,-68,3.5,100.28
38944 ,27.7,0.01632,0,0,36.4,8,-90,5,100.3
38944 ,27.2,0.01632,0,0,71.7,0,-90,3.5,100.26
38944 ,26.7,0.01652,0,0,70.3,0,-113,3.5,100.25
38944 ,26.4,0.01691,0,0,68.3,0,-113,3.4,100.2
38944 ,26.3,0.01681,0,0,68.7,0,-158,3.4,100.16
38944 ,25.7,0.01751,0,0,65.1,0,-158,3.7,100.13
38944 ,25.5,0.01709,0,0,25.4,10,180,4.1,100.14
38944 ,25.3,0.01688,0,0,67.5,0,-158,5.6,100.14
38944 ,25,0.01677,0,0,67.7,0,180,4.4,100.17
38944 ,24.8,0.01698,0.3,11.1,25.3,10,180,5,100.19
38944 ,24.9,0.01708,18.9,66.9,66.2,0,180,5.3,100.18
38944 ,25.3,0.01751,21.2,123.2,64.7,0,-158,6.6,100.17
