地点,東京,緯度,35,経度,139,海抜,6.1,,
日時,乾球温度[C],絶対湿度[kg/kg(DA)],法線面直達日射量[W/m2],水平面天空日射量[W/m2],夜間放射量[W/m2],雲量(10分比),風向(degree),風速[m/s],大気圧[atm]
38735 ,9.8,0.00224,858.7,93.1,124.1,1,180,8,101.18
38735 ,10.2,0.00207,858.2,92.3,134.8,0,180,3.8,101.16
38735 ,10.3,0.00208,223,206.1,134.9,0,135,5.4,101.3
38735 ,9.8,0.00209,19.3,100.8,59.2,9,158,5.8,101.35
38735 ,8.6,0.00179,13.1,55.1,134.8,0,158,5.1,101.49
38735 ,8.1,0.00166,0.3,11.1,135.3,0,158,5.2,101.49
38735 ,6.9,0.00165,0,0,75.3,7,158,5.4,101.59
38735 ,6.3,0.00164,0,0,132.1,0,158,7.6,101.63
38735 ,5.8,0.00164,0,0,131.1,0,158,6.6,101.63
38735 ,5.7,0.0018,0,0,73.1,7,158,7.3,101.65
38735 ,5.4,0.00187,0,0,127.9,0,158,6.3,101.64
38735 ,5,0.00187,0,0,127.1,0,158,4,101.64
38735 ,4.8,0.0019,0,0,126.5,0,158,6.2,101.68
38735 ,4.7,0.00194,0,0,125.9,0,158,7.3,101.68
38735 ,4.8,0.00195,0,0,125.9,0,158,5.8,101.68
38735 ,4.7,0.00199,0,0,47.6,10,158,6.9,101.64
38735 ,4.6,0.00182,0,0,126.9,0,158,5.8,101.61
38735 ,4.6,0.00177,0,0,127.5,0,158,7.5,101.62
38735 ,4.4,0.00175,0,0,48.4,10,158,6.4,101.65
38735 ,4.7,0.00178,0,0,127.5,0,158,5,101.68
38735 ,4.8,0.00179,17.8,25.8,127.6,0,158,4.8,101.73
38735 ,4.9,0.00181,16.7,67.5,48.5,10,158,5.9,101.79
38735 ,5.3,0.00175,13.4,97.2,129,0,135,6.8,101.76
38735 ,6.2,0.00175,27.6,149.7,130.7,0,158,5.4,101.66
38736 ,6.2,0.00169,23.9,158.8,49.9,10,158,4.6,101.56
38736 ,7.7,0.00161,192.3,234.8,135.1,0,158,8.4,101.48
38736 ,8,0.00165,261.2,205.7,135.2,0,158,4.8,101.45
38736 ,8.4,0.00163,433.5,137.2,68.7,8,158,5.1,101.46
38736 ,8.2,0.00154,202.6,96.6,137,0,158,3.6,101.45
38736 ,7.4,0.00152,3.6,24.4,135.6,0,158,3.8,101.5
38736 ,6.6,0.00162,0,0,58.8,9,158,5.5,101.53
38736 ,6.2,0.00163,0,0,132,0,158,5.7,101.57
38736 ,5.1,0.00178,0,0,128.3,0,135,2.1,101.57
38736 ,4.6,0.00188,0,0,71.5,7,135,2.6,101.55
38736 ,4.7,0.00189,0,0,126.4,0,158,3.1,101.57
38736 ,4.1,0.00201,0,0,124.1,0,180,5.4,101.55
38736 ,3.9,0.00199,0,0,124,0,158,3.7,101.54
38736 ,3.4,0.00192,0,0,123.8,0,158,3.1,101.48
38736 ,3.2,0.00189,0,0,123.7,0,158,3.2,101.49
38736 ,3.2,0.00156,0,0,127.2,0,158,4.5,101.46
38736 ,3,0.00163,0,0,126.1,0,158,6.5,101.42
38736 ,3.2,0.00151,0,0,127.8,0,158,5.8,101.44
38736 ,3.4,0.00139,0,0,121.5,1,158,7.6,101.47
38736 ,3.4,0.00139,0,0,129.5,0,158,8.1,101.52
38736 ,4,0.00135,300.9,39,131.2,0,158,7,101.57
38736 ,4.3,0.00127,648.2,64.7,91.5,5,180,5.3,101.63
38736 ,5.6,0.00123,820.9,74.7,135.7,0,158,7.9,101.6
38736 ,5.8,0.00119,885.7,81.8,136.6,0,180,11.3,101.47
38737 ,6.1,0.00133,476.5,201,59.9,9,180,9.8,101.38
38737 ,7.1,0.00124,544,182.2,138.5,0,180,7.8,101.32
38737 ,7,0.00117,863.2,83,139.3,0,158,8.8,101.31
38737 ,6.4,0.00118,799.2,73.5,120.8,2,158,8,101.35
38737 ,6,0.00115,573.5,65.9,137.6,0,180,9.5,101.42
38737 ,4.5,0.00129,15.7,39,132.8,0,180,7.9,101.44
38737 ,3.4,0.00124,0,0,106.9,3,180,6.2,101.53
38737 ,3.5,0.0014,0,0,129.6,0,180,11.8,101.63
38737 ,2.8,0.00147,0,0,127.5,0,180,8.6,101.7
38737 ,3,0.00135,0,0,49.1,10,158,9.3,101.73
38737 ,2.9,0.00129,0,0,129.7,0,180,5,101.8
38737 ,3,0.00125,0,0,130.4,0,158,3.9,101.77
38737 ,2.9,0.00129,0,0,129.7,0,158,3.8,101.8
38737 ,2.5,0.00125,0,0,129.4,0,158,5.9,101.82
38737 ,2.3,0.00124,0,0,129.3,0,158,4.6,101.83
38737 ,2.3,0.00128,0,0,48.9,10,135,4.3,101.84
38737 ,2.1,0.00131,0,0,128.1,0,158,4.7,101.85
38737 ,1.9,0.00137,0,0,126.9,0,158,7.2,101.84
38737 ,1.9,0.00142,0,0,48,10,158,5,101.86
38737 ,1.8,0.00149,0,0,125.4,0,158,6.2,101.87
38737 ,1.9,0.00159,152.6,41.3,124.5,0,180,6.7,101.9
38737 ,2.4,0.0016,160.9,110,47.6,10,158,5.9,101.91
38737 ,3.7,0.00176,419.9,150.6,125.9,0,-158,6.4,101.83
38737 ,3.7,0.00161,832.7,90.4,127.5,0,180,5,101.77
38738 ,5.1,0.00151,886.8,89.5,49.9,10,-158,5.2,101.72
38738 ,5.7,0.0014,739.2,126.4,133.7,0,-90,2.5,101.63
38738 ,5.6,0.00134,431.2,184.8,134.3,0,-135,3.1,101.58
38738 ,6,0.00166,328.4,154.3,49.9,10,0,3,101.59
38738 ,5.6,0.00167,86.4,91.7,130.4,0,-45,2.5,101.64
38738 ,5.7,0.00174,4.4,27,129.8,0,-45,1.9,101.62
38738 ,5.4,0.00193,0,0,48.4,10,-23,2.4,101.6
38738 ,5.6,0.00207,0,0,126.2,0,-45,2.5,101.62
38738 ,5.5,0.00222,0,0,124.6,0,-68,2,101.63
38738 ,5.5,0.00261,0,0,46,10,-90,3.3,101.59
38738 ,5.4,0.0027,0,0,120,0,-113,2.1,101.61
38738 ,4.9,0.00266,0,0,119.4,0,-135,2,101.55
38738 ,4.4,0.00278,0,0,117.6,0,180,2.7,101.5
38738 ,4,0.00286,0,0,116.3,0,180,2.8,101.45
38738 ,4,0.00276,0,0,117.2,0,180,3.5,101.34
38738 ,3.1,0.00287,0,0,43.6,10,158,3,101.31
38738 ,1.3,0.00327,0,0,108.7,0,158,2.4,101.27
38738 ,0.8,0.00332,0,0,107.5,0,158,4.5,101.23
38738 ,0.7,0.00338,0,0,40.7,10,158,3.5,101.24
38738 ,0.4,0.00334,0,0,106.8,0,158,4.2,101.26
38738 ,0.3,0.00328,2,13.7,107.1,0,158,4.4,101.25
38738 ,0.8,0.00344,1.2,30.2,40.5,10,180,3.9,101.18
38738 ,0.7,0.00338,1.5,49.4,107,0,180,3.9,101.12
38738 ,1,0.00346,1.8,65.7,106.9,0,180,4.9,100.98
38739 ,0.9,0.00348,1.5,68.6,40.5,10,180,5.3,100.82
38739 ,0.7,0.00339,1.5,68.6,107,0,158,5.1,100.68
38739 ,0.6,0.00333,1.5,60.4,107.3,0,158,5.5,100.6
38739 ,0.5,0.00339,1,41.3,40.6,10,180,5,100.52
38739 ,0.6,0.00345,0.3,16.6,106.4,0,158,4.2,100.54
38739 ,0.8,0.00355,0,2.8,106.1,0,180,4.4,100.46
38739 ,0.7,0.00348,0,0,40.4,10,180,5.9,100.47
38739 ,0.7,0.00356,0,0,105.8,0,180,3.8,100.48
38739 ,0.9,0.00349,0,0,106.6,0,-158,3.3,100.45
38739 ,1.1,0.00355,0,0,40.5,10,-113,3.1,100.36
38739 ,1.6,0.00351,0,0,107.7,0,-113,1.7,100.29
38739 ,2,0.00348,0,0,108.5,0,-135,1.4,100.24
38739 ,2.1,0.00351,0,0,108.5,0,-90,2.6,100.18
38739 ,2.7,0.00315,0,0,112.1,0,180,3.3,100.18
38739 ,2.7,0.00282,0,0,114.7,0,158,5.2,100.21
38739 ,2.6,0.00229,0,0,96.9,3,158,5.8,100.26
38739 ,2.2,0.00218,0,0,119.4,0,158,6.7,100.27
38739 ,2,0.00198,0,0,121,0,158,6.2,100.34
38739 ,1.8,0.0019,0,0,121.3,0,158,7,100.34
38739 ,1.6,0.00166,3,2.7,123.4,0,158,5.6,100.44
38739 ,1.8,0.00164,568.8,29.1,124,0,180,8.5,100.49
38739 ,2.5,0.00172,679.4,63.3,116.6,1,158,5.1,100.54
38739 ,3.2,0.00167,826.7,75.1,126.2,0,180,6.2,100.51
38739 ,3.5,0.00171,710.2,122.4,126.4,0,180,6.2,100.37
38740 ,3.3,0.00164,78,216.5,56,9,180,4.8,100.24
38740 ,3.8,0.0017,22.9,159.2,127,0,158,1.6,100.2
38740 ,4.2,0.0017,37.2,161.5,127.8,0,-135,1.7,100.09
38740 ,5,0.00174,479.7,134.7,80.9,6,-90,2.3,100.04
38740 ,4,0.00218,347.5,94.6,122.6,0,0,3.2,99.96
38740 ,3.9,0.00252,19.2,43.8,119.3,0,0,3.2,99.91
38740 ,3.8,0.00231,0,0,106.1,2,0,2.8,99.79
38740 ,3.9,0.00232,0,0,121.1,0,68,1.8,99.85
38740 ,2.7,0.00278,0,0,115.1,0,135,3.4,99.97
38740 ,3.7,0.00239,0,0,105.3,2,135,6.3,100.03
38740 ,3.2,0.00216,0,0,121.4,0,135,6.2,100.06
38740 ,2.8,0.00191,0,0,123.1,0,158,4.7,100.11
38740 ,2.3,0.00193,0,0,121.9,0,158,5,100.17
38740 ,1.9,0.00192,0,0,121.3,0,158,5,100.2
38740 ,1.4,0.00177,0,0,122,0,158,3.5,100.25
38740 ,1.3,0.00154,0,0,124.1,0,158,5.7,100.29
38740 ,1,0.00127,0,0,126.7,0,158,4.3,100.33
38740 ,0.8,0.00133,0,0,125.6,0,158,3.4,100.43
38740 ,0.1,0.00138,0,0,123.8,0,135,2,100.44
38740 ,0.7,0.00124,0,0,126.5,0,45,3.5,100.44
38740 ,0.8,0.0012,551.8,30.1,127.1,0,68,3.8,100.53
38740 ,2.4,0.00117,697.8,62.1,122.4,1,90,6.1,100.68
38740 ,0.7,0.00223,249.9,173.3,116.3,0,158,8.3,100.93
38740 ,1.5,0.00181,796,97.5,121.6,0,180,6.7,100.96
38741 ,2.6,0.00141,870.8,93.6,127.9,0,158,6.2,100.9
38741 ,4,0.00131,908.2,86.5,131.8,0,158,8,100.93
38741 ,4.9,0.00118,879.3,82.6,135.1,0,158,6.9,100.93
38741 ,4.5,0.00109,801.1,75.6,135.5,0,158,8.9,100.98
38741 ,4.5,0.00114,643.7,61.6,134.8,0,158,6,101.04
38741 ,4.7,0.00121,39.2,54,134.3,0,158,3.4,101.11
38741 ,4.2,0.00122,0,0,133.2,0,135,4.9,101.18
38741 ,3.9,0.00119,0,0,132.9,0,113,4.9,101.22
38741 ,4.5,0.00109,0,0,135.5,0,158,2.2,101.29
38741 ,4,0.00105,0,0,135,0,113,3.1,101.29
38741 ,3.5,0.00111,0,0,133.2,0,90,2.7,101.31
38741 ,1.9,0.00134,0,0,127.4,0,113,1.5,101.32
38741 ,0.9,0.00148,0,0,123.9,0,113,2.1,101.35
38741 ,1,0.00145,0,0,124.4,0,135,3.2,101.37
38741 ,1.6,0.00135,0,0,126.7,0,113,3.1,101.42
38741 ,1.9,0.00134,0,0,127.4,0,113,2.1,101.4
38741 ,-0.2,0.00159,0,0,120.8,0,113,1.8,101.37
38741 ,-0.1,0.00164,0,0,120.4,0,90,2.6,101.39
38741 ,0.3,0.00154,0,0,122.2,0,68,3.5,101.41
38741 ,1.8,0.00154,0,0,124.9,0,45,2.7,101.41
38741 ,2.6,0.00154,567.9,30,126.3,0,90,0.5,101.42
38741 ,4.6,0.00141,647.4,66.9,131.6,0,90,1.7,101.45
38741 ,6.7,0.00127,828.9,75.6,137.4,0,90,3.2,101.41
38741 ,7.1,0.0013,878.6,84.8,137.7,0,90,3.1,101.32
38742 ,7.9,0.00157,856.1,96.6,136,0,-113,2.1,101.26
38742 ,8.7,0.00152,906.3,87.3,138.1,0,135,5.8,101.21
38742 ,8.5,0.00164,869.4,84.6,136.3,0,158,5.8,101.19
38742 ,8.3,0.00148,779.6,78.9,120.7,2,158,7.9,101.29
38742 ,7.7,0.00129,609,66,139,0,158,7,101.41
38742 ,6.1,0.00162,32.2,52.4,131.9,0,158,6.1,101.52
38742 ,5.5,0.00166,0,0,130.3,0,158,3,101.66
38742 ,5.1,0.00151,0,0,131.3,0,158,6.7,101.74
38742 ,4.7,0.00157,0,0,129.8,0,135,5,101.81
38742 ,4,0.00164,0,0,127.7,0,135,4,101.85
38742 ,3.4,0.00167,0,0,126.3,0,135,2.5,101.84
38742 ,4,0.00139,0,0,130.6,0,135,6.3,101.85
38742 ,3.7,0.00137,0,0,130.3,0,135,5.6,101.82
38742 ,3.8,0.00128,0,0,131.6,0,135,4.8,101.82
38742 ,3.8,0.00118,0,0,132.9,0,135,5.1,101.83
38742 ,2.9,0.00134,0,0,129.2,0,135,3.5,101.8
38742 ,2.6,0.00126,0,0,129.5,0,135,3,101.76
38742 ,1.8,0.00128,0,0,127.8,0,113,2.7,101.77
38742 ,2.1,0.00118,0,0,97.5,4,135,3.7,101.79
38742 ,3.1,0.00126,1.6,2.7,130.5,0,113,5.5,101.82
38742 ,3.8,0.00113,432.2,36.9,133.5,0,135,4.7,101.86
38742 ,4.9,0.00127,665,65.9,117.2,2,135,5.2,101.88
38742 ,6.8,0.00133,829.6,75.9,136.7,0,135,4.9,101.85
38742 ,7.2,0.00131,863.1,87.7,137.8,0,135,6.1,101.78
38743 ,8.3,0.00141,889.1,91.3,52.7,10,158,5.6,101.65
38743 ,8.6,0.00151,747.6,128.8,138.1,0,158,5.5,101.51
38743 ,8.8,0.00139,634.4,143.3,139.9,0,180,3.6,101.38
38743 ,8.3,0.00135,767.9,81,130.9,1,158,4.4,101.36
38743 ,8.6,0.00131,523.7,78.8,140.7,0,180,4,101.34
38743 ,8.2,0.00147,173.5,35.9,137.8,0,135,3.1,101.34
38743 ,7.8,0.00189,0,0,107.6,3,-135,2.3,101.42
38743 ,6.5,0.00172,0,0,131.5,0,158,3.2,101.51
38743 ,5.9,0.00165,0,0,131.2,0,135,5.9,101.5
38743 ,5.4,0.00182,0,0,104.6,3,158,4.6,101.5
38743 ,5.1,0.00178,0,0,128.3,0,180,4.2,101.49
38743 ,4.6,0.00183,0,0,126.9,0,158,3.3,101.46
38743 ,4,0.002,0,0,124,0,158,3.7,101.44
38743 ,3.6,0.00195,0,0,123.9,0,180,1.6,101.37
38743 ,3.3,0.00195,0,0,123.3,0,135,4.9,101.38
38743 ,1.9,0.00207,0,0,112.3,1,90,2.2,101.33
38743 ,2.5,0.00185,0,0,122.9,0,113,3.7,101.27
38743 ,1.8,0.00189,0,0,121.3,0,90,2.9,101.29
38743 ,3.1,0.00164,0,0,118.3,1,90,3.5,101.3
38743 ,3.5,0.00155,0,0,127.9,0,90,4.5,101.31
38743 ,4.6,0.00146,450.9,36.6,131,0,90,2.4,101.32
38743 ,6.1,0.00145,655.1,67.2,134,0,90,2.9,101.31
38743 ,7.8,0.00143,793.6,81.1,137.5,0,90,4.4,101.27
38743 ,8.8,0.00126,847.5,90.7,141.8,0,90,3,101.17
38744 ,10.2,0.00154,860.5,96.8,141,0,90,3.9,101.03
38744 ,11.1,0.00147,875,93.7,143.6,0,135,4.8,100.95
38744 ,11,0.0013,827,92.4,145.7,0,158,5.3,100.88
38744 ,10.2,0.00131,715.1,89.4,144,0,158,4.9,100.91
38744 ,9,0.00156,431.2,91.5,138.3,0,180,5.1,100.96
38744 ,7.8,0.00144,76.8,33.9,137.5,0,-158,5.2,100.98
38744 ,6.8,0.00165,0,0,133,0,158,7.9,101.02
38744 ,6.2,0.00158,0,0,132.7,0,158,5.3,101.06
38744 ,5.6,0.00168,0,0,130.4,0,158,4.4,101.04
38744 ,5.2,0.00175,0,0,128.9,0,158,5.4,101.06
38744 ,4.9,0.00171,0,0,128.8,0,158,4.2,101.06
38744 ,4.6,0.00162,0,0,129.2,0,158,5,101.05
38744 ,4.6,0.00157,0,0,129.8,0,158,3.7,101.04
38744 ,4.6,0.00162,0,0,129.2,0,158,4.5,101.04
38744 ,4.6,0.00162,0,0,129.2,0,158,6,101.02
38744 ,4.3,0.00164,0,0,128.4,0,158,4.7,100.96
38744 ,4.3,0.00164,0,0,128.4,0,158,5.6,100.93
38744 ,4.1,0.00157,0,0,128.9,0,135,4.7,100.93
38744 ,4.2,0.00148,0,0,130.1,0,135,5.2,100.9
38744 ,4.7,0.00148,1,2.7,131,0,135,6.5,100.9
38744 ,5.2,0.00153,48.8,38.4,131.4,0,135,5,100.9
38744 ,6.3,0.00136,513.7,88.4,127.2,1,135,5.7,100.89
38744 ,7.2,0.00144,748.8,87.5,136.2,0,158,3.1,100.85
38744 ,9.1,0.00165,789.9,102.4,137.5,0,158,2.6,100.73
38745 ,9.4,0.00154,805.8,112.2,139.5,0,158,2.7,100.59
38745 ,10,0.00191,740.2,133.4,136.4,0,68,3.6,100.46
38745 ,10.2,0.00232,684.3,131.7,132.4,0,23,2.8,100.37
38745 ,9.8,0.00241,461.8,144.8,122.7,1,-45,1.5,100.37
38745 ,9.4,0.00279,271.3,107.1,126.5,0,-68,0.9,100.36
38745 ,8.9,0.00298,84.2,35.7,123.9,0,-68,1.5,100.4
38745 ,8.6,0.00313,0,0,84.3,5,68,2.7,100.45
38745 ,8.6,0.00236,0,0,129,0,90,4.5,100.48
38745 ,7.9,0.00212,0,0,130.2,0,158,2.1,100.53
38745 ,6.4,0.00245,0,0,116.5,1,180,4.9,100.6
38745 ,5.6,0.00237,0,0,123.5,0,180,4.2,100.67
38745 ,5.4,0.00223,0,0,124.5,0,158,3.2,100.67
38745 ,5.1,0.00191,0,0,127.1,0,180,3.2,100.69
38745 ,4.6,0.00205,0,0,124.8,0,158,3.6,100.69
38745 ,4.6,0.00221,0,0,123.2,0,158,4.8,100.76
38745 ,4.3,0.00226,0,0,107,2,158,3.7,100.75
38745 ,4,0.00222,0,0,122.1,0,158,4.9,100.77
38745 ,3.8,0.00213,0,0,122.5,0,158,3.5,100.83
38745 ,3.4,0.00217,0,0,121.4,0,158,3.6,100.91
38745 ,3.6,0.0021,0.8,2.8,122.4,0,158,3.1,100.95
38745 ,4.4,0.00191,444.5,38.2,125.7,0,158,3.9,101.07
38745 ,4.5,0.00192,647.8,69,125.8,0,158,3.8,101.15
38745 ,6.5,0.00173,812,79.6,131.5,0,158,8,101.18
38745 ,7.7,0.00155,882.4,86,135.8,0,158,7.9,101.22
38746 ,7.9,0.00138,891,92.3,138.4,0,158,8,101.17
38746 ,8.2,0.00147,884.3,93.1,137.8,0,158,8.7,101.15
38746 ,8.3,0.00142,859.6,88.4,138.7,0,158,9.3,101.16
38746 ,7.9,0.00131,788.5,80.4,139.2,0,158,8.7,101.21
38746 ,7.5,0.0014,596.9,71.8,137.2,0,158,7.6,101.34
38746 ,6.6,0.00138,226.4,39.5,135.8,0,158,7.1,101.46
38746 ,5.8,0.00142,0,0,133.8,0,158,6.1,101.59
38746 ,5.4,0.00154,0,0,131.5,0,158,6.2,101.66
38746 ,5.1,0.00162,0,0,130.1,0,135,6.9,101.69
38746 ,5,0.00166,0,0,129.4,0,158,2.7,101.76
38746 ,4.1,0.00176,0,0,126.7,0,113,4.3,101.8
38746 ,4.6,0.00171,0,0,128,0,158,5.1,101.85
38746 ,4.2,0.00182,0,0,126.2,0,158,4.4,101.87
38746 ,3.8,0.00177,0,0,126,0,158,4,101.89
38746 ,3.6,0.00174,0,0,125.9,0,158,5.1,101.97
38746 ,2.9,0.00179,0,0,124.1,0,180,5,102.04
38746 ,2.5,0.00183,0,0,122.9,0,180,3.1,102.12
38746 ,1.6,0.00176,0,0,122.1,0,180,3.7,102.22
38746 ,1.7,0.00177,0,0,122.1,0,158,4,102.32
38746 ,1.1,0.0019,0.7,2.8,119.8,0,158,2.1,102.38
38746 ,2.9,0.00179,499.9,35.7,124.1,0,158,1.3,102.45
38746 ,3.8,0.00186,650.3,69.3,117.2,1,158,1.9,102.5
38746 ,5,0.00175,784.9,83.7,128.2,0,135,2.5,102.51
38746 ,6.3,0.00198,829.9,95,128.3,0,68,0.8,102.46
38747 ,7.7,0.00231,842.3,101.5,127.5,0,90,2,102.43
38747 ,8.5,0.0023,848.4,100,129,0,90,1.3,102.37
38747 ,9.5,0.00254,805.2,97.7,128.6,0,-68,1.2,102.33
38747 ,8.7,0.00254,658.2,106.2,127.1,0,23,3.6,102.31
38747 ,9.4,0.00296,446,93.7,124.6,0,23,4.2,102.26
38747 ,9.2,0.00327,156.4,41,121.5,0,23,2.8,102.33
38747 ,8.9,0.00362,0,0,118.1,0,-68,1.2,102.37
38747 ,8.5,0.00387,0,0,115.5,0,-68,2.4,102.34
38747 ,8.2,0.00419,0,0,112.6,0,-23,1.8,102.34
38747 ,8.4,0.00445,0,0,83.5,4,-45,1.3,102.35
38747 ,7.9,0.0045,0,0,109.9,0,23,1,102.26
38747 ,7.5,0.00419,0,0,111.5,0,45,3.6,102.22
38747 ,5.9,0.00341,0,0,114.8,0,45,2.5,102.15
38747 ,4.6,0.00328,0,0,113.8,0,45,2.7,102.04
38747 ,4.3,0.00264,0,0,118.5,0,135,5.7,102.14
38747 ,3.7,0.00248,0,0,118.8,0,158,2.4,102.08
38747 ,3,0.0025,0,0,117.5,0,135,2.2,102.07
38747 ,2.9,0.00272,0,0,115.5,0,158,2.1,102.01
38747 ,2.4,0.00289,0,0,113.2,0,158,0.7,102.03
38747 ,3,0.00297,0.6,2.8,113.6,0,113,0.9,102.03
38747 ,5.2,0.00303,222.6,48.6,116.7,0,-158,1.9,102.06
38747 ,4.9,0.00276,426.5,102.7,118.5,0,158,1.9,102.07
38747 ,7,0.0027,578.1,129.6,122.7,0,180,1.9,102.01
38747 ,8.3,0.00282,633.8,152.5,123.9,0,180,1.6,101.96
38748 ,10.9,0.00312,628.6,173.7,102.4,3,135,0.6,101.88
38748 ,12.3,0.00316,838.4,102.8,128,0,68,0.9,101.74
38748 ,14.2,0.00339,586.9,162.9,129.5,0,-158,1.3,101.68
38748 ,14.1,0.00316,295.7,173.4,106.8,3,-113,1.2,101.71
38748 ,14,0.00315,139.3,112.1,131.3,0,-90,3.1,101.66
38748 ,14,0.00334,89.6,39.7,129.5,0,-113,1.8,101.66
38748 ,13.7,0.00376,0,0,63.2,8,-135,2.2,101.71
38748 ,11.9,0.00446,0,0,116.8,0,-113,3.7,101.77
38748 ,10.6,0.00488,0,0,111.7,0,-90,4.5,101.76
38748 ,10.6,0.00472,0,0,91.8,3,-113,2.2,101.83
38748 ,9.4,0.0045,0,0,112.5,0,180,3.1,101.85
38748 ,8.8,0.00474,0,0,109.9,0,158,2.7,101.89
38748 ,8.6,0.00488,0,0,108.6,0,180,3.6,101.9
38748 ,7.8,0.00449,0,0,110,0,158,3.9,101.91
38748 ,8,0.00448,0,0,110.4,0,180,2.8,101.97
38748 ,6.7,0.00446,0,0,81.6,4,180,1,102.01
38748 ,6.2,0.00443,0,0,107.9,0,158,2,101.99
38748 ,8,0.00435,0,0,111.3,0,180,1.4,101.98
38748 ,6.1,0.00428,0,0,68.3,6,90,1.4,102
38748 ,6.9,0.00415,0.5,2.8,110.9,0,158,0.6,102.03
38748 ,8.3,0.0041,76.7,45.3,113.6,0,180,0.6,102.11
38748 ,9.5,0.00466,13.8,70.7,42.3,10,-113,2.9,102.1
38748 ,9.3,0.00453,3.6,70.6,112,0,-113,3.2,102.15
38748 ,9,0.00443,1.3,63.2,112.2,0,-113,4.4,102.2
38749 ,8.7,0.00456,2.6,87.3,42.1,10,-113,4.4,102.05
38749 ,8.4,0.00481,0.4,47,108.7,0,-90,5.7,101.92
38749 ,8.3,0.00478,0,19.4,108.8,0,-113,4.7,101.89
38749 ,7.5,0.00458,0,11.1,41.4,10,-135,6.2,102.02
38749 ,6.9,0.00427,0,8.3,110.1,0,-135,4.2,102.05
38749 ,6.8,0.00424,0,0,110.1,0,180,4.6,102.09
38749 ,5.8,0.00464,0,0,40.2,10,180,5,102.14
38749 ,5.7,0.00472,0,0,105.1,0,-158,4.8,102.17
38749 ,5.6,0.00469,0,0,105.2,0,-158,3.7,102.18
38749 ,5.4,0.00462,0,0,40,10,-158,4,102.15
38749 ,5.5,0.00466,0,0,105.3,0,-158,4,102.1
38749 ,5.4,0.00468,0,0,105,0,158,3.1,102.08
38749 ,5.3,0.00471,0,0,104.7,0,158,3.6,102.02
38749 ,4.9,0.00458,0,0,104.9,0,158,4.1,102.02
38749 ,4.9,0.00452,0,0,105.3,0,158,3.9,102
38749 ,5,0.00461,0,0,39.8,10,158,3.7,101.92
38749 ,4.9,0.00464,0,0,104.6,0,180,4.2,101.87
38749 ,5,0.00467,0,0,104.5,0,158,3.3,101.82
38749 ,4.9,0.00464,0,0,39.7,10,180,3.3,101.75
38749 ,4.9,0.00464,0,0,104.6,0,158,2.5,101.76
38749 ,4.8,0.00456,0.6,11,105,0,158,4.3,101.57
38749 ,5.1,0.00466,0.1,13.9,39.8,10,135,3.9,101.55
38749 ,5.5,0.0048,0.3,33.2,104.5,0,135,5.1,101.44
38749 ,5.6,0.00485,0.3,38.7,104.5,0,180,4.8,101.17
38750 ,5.9,0.00496,0.4,47,39.6,10,158,4.6,100.99
38750 ,6,0.00495,0.5,49.7,104.5,0,158,4.5,100.75
38750 ,6.2,0.00509,0.4,44.2,104,0,180,5.4,100.48
38750 ,6,0.00502,0.2,27.7,39.6,10,158,4.5,100.39
38750 ,5.9,0.005,0.1,13.9,104.2,0,158,5,100.23
38750 ,5.7,0.00499,0,2.8,104,0,158,6.1,100.13
38750 ,5.8,0.00503,0,0,39.5,10,158,4.9,100.01
38750 ,5.9,0.00501,0,0,104.2,0,158,7.1,99.99
38750 ,6,0.00505,0,0,104.2,0,180,5.9,99.92
38750 ,6.5,0.00491,0,0,53.3,8,180,4.5,100.04
38750 ,6.8,0.0047,0,0,107.6,0,158,3.6,100.22
38750 ,7.7,0.0038,0,0,115.3,0,158,5.5,100.41
38750 ,7.7,0.00333,0,0,118.9,0,135,7.4,100.56
38750 ,7.7,0.00307,0,0,121,0,158,6.5,100.68
38750 ,6.9,0.00308,0,0,119.5,0,158,4.9,100.9
38750 ,6.8,0.003,0,0,120,0,158,3.1,101.02
38750 ,6.5,0.00299,0,0,119.5,0,158,4.3,101.11
38750 ,5.8,0.00308,0,0,117.6,0,180,4.5,101.21
38750 ,5.8,0.00279,0,0,120,0,158,4.1,101.32
38750 ,5.7,0.00276,2.6,5.4,120,0,158,4.1,101.45
38750 ,6.4,0.00254,597.3,33.8,123.1,0,180,5.2,101.47
38750 ,7.1,0.00248,530.8,91.2,86.2,5,158,5.4,101.51
38750 ,8.2,0.00227,116.8,179.9,128.9,0,158,5.4,101.6
38750 ,8.7,0.00242,60.6,199.5,128.4,0,180,4.7,101.59
38751 ,9,0.0024,67.5,225.5,49.1,10,158,4.6,101.59
38751 ,9.4,0.00247,147,255.1,129.2,0,180,5.3,101.54
38751 ,9.7,0.00259,140.8,227.7,128.6,0,180,2.3,101.53
38751 ,9.4,0.00247,26.3,127.1,49.1,10,-135,2.3,101.57
38751 ,9.6,0.00265,2,38.3,127.9,0,-90,3.3,101.57
38751 ,9.7,0.00274,0.1,5.5,127.2,0,-45,1.4,101.57
38751 ,9.2,0.0025,0,0,48.8,10,-68,2.7,101.55
38751 ,8.9,0.00281,0,0,125.2,0,-68,3.9,101.56
38751 ,8.6,0.00289,0,0,123.9,0,-90,2.6,101.5
38751 ,7.9,0.00368,0,0,80.2,5,-113,3.5,101.42
38751 ,7.7,0.00435,0,0,111,0,-135,3.4,101.36
